trial,model,virtualnode,temperature,constrative coef,gaussian_noise_scale,lr,train_acc,train_loss,val_acc,val_loss,test_acc,macro f1,micro f1minor f1,mad,madgap,micro f1,minor f1
80,Graph Attention Network,UnidirectionalVirtualClassNode(),3.843066248443781,0.1876444828422691,0.001,0.0036687241988784,0.7702804520719967,0.5415184497833252,0.6959543310995284,0.4293260872364044,0.6860318262187421,0.6240551468181389,,0.9550034999847412,0.5856962203979492,0.6826645143568841,0.4677581288876574
81,Graph Attention Network,UnidirectionalVirtualClassNode(),3.0171531312159146,0.112221710582655,0.001,0.0048783265287684,0.834658853076601,0.4214476644992828,0.68801191362621,0.2554262280464172,0.6841374084364739,0.6241686491166358,,0.9579049944877625,0.5555320978164673,0.6822783549335499,0.444996090843166
82,Graph Attention Network,UnidirectionalVirtualClassNode(),2.8630813767582923,0.2494476222756791,0.001,0.0041573673961534,0.7742151527835914,0.6071484088897705,0.6989327376520228,0.3949855864048004,0.6904521343773681,0.6306282803311235,,0.9527154564857484,0.5887279510498047,0.6880993540531516,0.481697113526625
83,Graph Attention Network,UnidirectionalVirtualClassNode(),2.451143384837322,0.0637494246599802,0.001,0.0034324530869749,0.8230221850146505,0.4563486576080322,0.6962025316455697,0.2597521543502807,0.6918413740843647,0.6397655844081542,,0.9667526483535768,0.5686537027359009,0.6905130196432009,0.5200753281895639
84,Graph Attention Network,UnidirectionalVirtualClassNode(),2.054764360588752,0.312954037620454,0.001,0.0039565889347484,0.780326496442026,0.5284431576728821,0.6981881360138993,0.3349287509918213,0.6848951755493812,0.623169588401875,,0.962853729724884,0.6021755933761597,0.6816706927068689,0.4629983486109829
85,Graph Attention Network,UnidirectionalVirtualClassNode(),1.5844321692437875,0.077006870661075,1e-05,0.0049320431306547,0.8968606111343659,0.2370353192090988,0.6820551005212211,0.0983948484063148,0.6760545592321293,0.6184198086634711,,0.960741639137268,0.5373406410217285,0.6752347300430356,0.4692065202853289
86,Graph Attention Network,VirtualClassNode(),2.7662751873143896,0.1800825942405299,1e-06,0.0043829667005601,0.936207618250314,0.3321795165538788,0.3554231819310002,0.0985806584358215,0.3353119474614802,0.2958365063006594,,0.9714945554733276,0.5007290840148926,0.3203518389719499,0.248575643760838
87,Graph Attention Network,UnidirectionalVirtualClassNode(),3.314177828286815,0.1080953440642773,0.001,0.0031060600650022,0.7840937630807869,0.6340171694755554,0.7001737403822288,0.4531938433647156,0.6881788330386461,0.6300269345106658,,0.9465243220329284,0.5959230065345764,0.6859319759061975,0.4802585508813575
88,Graph Attention Network,UnidirectionalVirtualClassNode(),3.655266982260927,0.1263857045306704,0.001,0.0030494214635457,0.7848472164085392,0.5955044627189636,0.6999255398361877,0.3940261900424957,0.6904521343773681,0.6354122619697289,,0.960982859134674,0.5989591479301453,0.6888658653309176,0.5002434192314648
89,Graph Attention Network,UnidirectionalVirtualClassNode(),3.390649452391969,0.127748586194506,0.001,0.0033105528439016,0.798158225198828,0.5438397526741028,0.6996773392901464,0.3586111068725586,0.6924728466784541,0.6381693487753222,,0.9539077281951904,0.5843504667282104,0.6908935020332356,0.508080519751657
