trial,model,virtualnode,temperature,constrative coef,gaussian_noise_scale,lr,train_acc,train_loss,val_acc,val_loss,test_acc,macro f1,micro f1minor f1,mad,madgap,micro f1,minor f1
90,Graph Attention Network,UnidirectionalVirtualClassNode(),3.715149151136649,0.1352991244984006,0.001,0.0034301831426515,0.8160736709920469,0.4875770211219787,0.7011665425663937,0.2975293695926666,0.6941146754230867,0.6357761738999137,,0.9609230160713196,0.5760287046432495,0.6916624049360819,0.4840433850986338
91,Graph Attention Network,UnidirectionalVirtualClassNode(),3.623711282741728,0.1469719439983774,0.001,0.0032708897016199,0.830054416073671,0.4308098256587982,0.6959543310995284,0.2617051601409912,0.6905784288961859,0.637389020226115,,0.9627599716186525,0.5732384324073792,0.6890945347981041,0.504206067559948
92,Graph Attention Network,UnidirectionalVirtualClassNode(),3.60159369153406,0.187780635930983,0.001,0.0037048632997711,0.8218501465048137,0.4622603952884674,0.6984363365599404,0.2497623115777969,0.6942409699419045,0.6406206536110736,,0.9602534174919128,0.5700498819351196,0.6922992742020015,0.5031251415499585
93,Graph Attention Network,UnidirectionalVirtualClassNode(),4.4308308310885245,0.212374613938187,0.001,0.0036311109047196,0.7920468815403935,0.5616673231124878,0.6986845371059817,0.3656305372714996,0.6904521343773681,0.6378517822090415,,0.9592633247375488,0.5852906107902527,0.6887468699431364,0.5030773951888635
94,Graph Attention Network,UnidirectionalVirtualClassNode(),4.49149307670511,0.3760032468730371,0.001,0.0030321504602624,0.8031812473838427,0.4907335042953491,0.7031521469347233,0.2767638564109802,0.6933569083101794,0.6332635695292691,,0.9701207876205444,0.5892086029052734,0.691642810605979,0.4614513631123424
95,Graph Attention Network,UnidirectionalVirtualClassNode(),4.623554773671918,0.3984217895750286,0.001,0.002907424771308,0.810380912515697,0.4685632288455963,0.7011665425663937,0.2917824685573578,0.6941146754230867,0.6322906530748935,,0.961847722530365,0.5889355540275574,0.6913449298008234,0.4786925817446125
96,Graph Attention Network,UnidirectionalVirtualClassNode(),4.408060226992,0.3082507630001384,0.001,0.0033344788596747,0.8128924236082042,0.4530785381793976,0.6989327376520228,0.2700212299823761,0.6948724425359939,0.6389893616321928,,0.9666166305541992,0.5842841863632202,0.6932684401638192,0.5161740469178886
97,Graph Attention Network,UnidirectionalVirtualClassNode(),3.796019550525323,0.2571236241641709,0.001,0.0030531128104098,0.7937212222687317,0.5352574586868286,0.6994291387441053,0.3411949574947357,0.6929780247537257,0.632492660757228,,0.9530168175697328,0.5899016261100769,0.6898066293148352,0.4702067028425603
98,Graph Attention Network,VirtualClassNode(),5.099282060658874,0.4334410831911178,0.01,0.0035656133300154,0.0402678945165341,4.334373950958252,0.0325142715313973,10.022712707519531,0.0328365748926496,0.0009091385911848,,0.0002018059167312,0.0001299586729146,0.0020897098206067,0.0
99,Graph Attention Network,UnidirectionalVirtualClassNode(),4.047693174765182,0.6848380986282215,1e-06,0.002651808889976727,0.7680200920887401,0.015300367027521133,0.6808140977910151,0.34270820021629333,0.671002778479414,0.601968358882394,,0.9868068695068359,0.6052109003067017,0.666958304967706,0.419911067951228
