Graph Attention Network_layers4_neurons476,GraphSAGE_layers4_neurons256,GIN_layers4_neurons415
81.01199004599955,88.99027222683056,78.07857627629892
79.94118090641732,89.67649498529524,78.09365809516628
80.17494909886132,89.94042681547396,77.82972626498756
81.01953095543323,89.73682226076465,77.6487444385793
81.00444913656587,90.03091772867808,78.71955357816152
80.34084910640223,89.43518588341755,78.4556217479828
80.68773094035141,89.84239499283613,77.80710353668653
80.63494457431565,90.12894955131588,79.01364904607495
80.5896991177136,90.03845863811175,78.9306990423045
81.13264459693839,90.20435864565266,78.74217630646257
80.40117638187165,90.0535404569791,78.74971721589624
80.84609003845864,90.31747228715783,78.98348540834024
81.01199004599955,90.5964859362039,78.591358117789
81.01953095543323,90.5964859362039,78.74971721589624
81.27592187617827,90.5964859362039,79.1720081441822
80.96674458939748,90.66435412110701,79.0287308649423
80.64248548374934,91.35811778900535,79.21725360078426
80.66510821205037,90.67943593997437,79.5415127064324
81.13264459693839,91.28270869466859,79.96380363471835
81.4342809742855,90.69451775884173,79.15692632531484
81.41165824598447,91.25254505693387,80.19757182716235
80.98182640826484,91.08664504939296,79.79036271774376
80.72543548751979,91.25254505693387,80.09199909509087
81.27592187617827,91.57680416258201,80.21265364602971
81.47952643088756,91.26008596636754,80.68773094035141
81.54739461579067,91.53155870597995,80.00904909132042
81.50969006862228,91.33549506070432,80.4237991101727
81.61526280069377,91.53155870597995,80.1146218233919
81.38149460824977,91.74270417012292,80.46904456677476
81.93198099690822,91.5466405248473,80.6198627554483
81.38149460824977,91.96893145313325,80.29560364980016
82.23361737425533,92.23286328331197,80.76314003468819
81.73591735163261,91.44106779277581,80.69527184978509
81.81132644596939,91.6145087097504,80.1146218233919
82.05263554784707,91.9161450870975,80.23527637433074
82.05263554784707,91.83319508332704,80.8913354950607
82.06771736671442,91.9161450870975,80.46904456677476
81.94706281577558,92.12729055124048,80.72543548751979
81.72837644219892,92.54204057009275,81.17034914410678
82.13558555161752,91.98401327200061,80.80084458185657
82.30148555915844,92.27810873991403,80.86871276675967
82.12050373275017,91.8482769021944,80.69527184978509
81.75099917049997,92.51941784179172,80.63494457431565
81.85657190257145,92.39876329085288,81.66050825729583
82.007390091245,92.28564964934772,80.2805218309328
81.75099917049997,92.65515421159792,81.28346278561195
82.2788628308574,92.02925872860267,80.83100821959128
82.14312646105121,92.77580876253676,80.8913354950607
82.45230374783199,92.57220420782747,80.83100821959128
82.70115375914335,92.18007691727622,81.63788552899479
82.56541738933716,92.51187693235804,81.26838096674459
82.36181283462786,92.82105421913883,81.04969459316793
82.73885830631174,92.48925420405702,81.07231732146897
82.18837191765327,92.65515421159792,81.62280371012744
82.49754920443405,92.77580876253676,81.47952643088756
82.83689012894955,93.22072241912375,81.68313098559686
82.85951285725058,93.1000678681849,82.33164919689314
82.55787647990348,92.84367694743986,81.63788552899479
82.32410828745947,93.34891787949627,81.80378553653571
82.4447628383983,93.25088605685846,82.63328557424026
82.84443103838322,93.24334514742478,81.2005127818415
82.36181283462786,93.06990423045019,82.22607646482166
82.84443103838322,93.00957695498077,82.29394464972476
82.30902646859212,93.2358042379911,82.20345373652063
82.94246286102104,93.22072241912375,82.7539401251791
82.85951285725058,93.29613151346052,82.39951738179624
82.5804992082045,93.06236332101652,82.5804992082045
82.27132192142372,93.40924515496569,83.04803559309252
82.89721740441898,93.79383153608325,83.01787195535782
82.55787647990348,93.00957695498077,82.92738104215368
84.03589472890431,93.75612698891487,82.87459467611794
82.50509011386772,93.31875424176155,83.24409923836815
82.63328557424026,93.86169972098635,83.1611492345977
82.5503355704698,93.33383606062891,82.97262649875576
82.82934921951586,93.41678606439937,82.76902194404644
82.62574466480658,93.49973606816982,83.13852650629666
82.79918558178116,93.51481788703717,83.56835834401629
83.24409923836815,93.64301334740969,83.51557197798054
82.9575446798884,93.89186335872107,83.67393107608777
83.3270492421386,93.93710881532313,83.4326219742101
82.80672649121485,93.25088605685846,83.74934017042456
83.02541286479149,93.5751451625066,83.60606289118468
83.1611492345977,93.74104517004751,83.62114471005204
83.06311741195988,93.51481788703717,83.53819470628157
83.07819923082724,93.81645426438429,83.4326219742101
82.69361284970968,93.83907699268532,83.52311288741421
83.2591810572355,93.93710881532313,83.27426287610285
83.37983560817435,93.83907699268532,83.30442651383757
83.08574014026091,93.95973154362416,83.6663901666541
83.3949174270417,94.16333609833346,84.06605836663901
83.65130834778675,93.10760877761858,83.71917653268984
83.94540381570017,94.29907246813966,84.01327200060327
83.20639469119976,94.17087700776715,83.84737199306235
83.13098559686298,93.77874971721589,84.0057310911696
84.0735992760727,94.29907246813966,83.61360380061835
83.5306537968479,93.65055425684338,84.58638111756278
83.56835834401629,94.22366337380288,84.3752356534198
83.51557197798054,94.2161224643692,83.84737199306235
83.84737199306235,94.19349973606816,84.6467083930322
83.16869014403136,94.52529975114999,84.23195837417992
82.92738104215368,94.20104064550185,84.60900384586381
83.81720835532765,94.42726792851218,84.71457657793529
83.68147198552145,94.20858155493552,84.31490837795039
83.74934017042456,94.07284518512932,84.58638111756278
83.49294924967951,93.95973154362416,84.48834929492497
83.45524470251112,94.22366337380288,84.4129402005882
83.60606289118468,94.3820224719101,84.9181811326446
82.52771284216877,94.4875952039816,84.86539476660884
83.7342583515572,94.15579518889979,85.423422064701
84.22441746474625,94.22366337380288,84.67687203076692
83.16869014403136,93.95219063419049,85.34801297036422
84.05097654777165,94.63841339265515,85.09162204961919
84.26212201191464,94.23120428323656,85.11424477792022
83.67393107608777,94.39710429077746,85.60440389110927
84.17917200814419,94.20104064550185,85.01621295528241
84.510972023226,94.39710429077746,85.03883568358344
84.12638564210843,94.57054520775205,85.47620843073675
84.39785838172084,94.37448156247643,85.03883568358344
84.02835381947062,94.11054973229771,85.86079481185432
84.35261292511876,94.5856270266194,84.78998567227207
84.42802201945555,94.60824975492045,85.63456752884397
83.77950380815926,94.4875952039816,86.04931754769625
83.79458562702662,94.63087248322147,85.6270266194103
84.48080838549129,94.76660885302768,85.423422064701
84.09622200437373,94.44989065681321,85.92866299675741
83.99819018173592,94.90234522283387,85.21227660055803
83.80212653646029,94.7892315813287,85.74768117034914
84.21687655531257,94.73644521529296,85.95882663449213
84.28474474021567,94.65349521152251,85.80800844581856
84.5411356609607,94.99283613603801,86.24538119297188
83.80212653646029,94.86464067566548,85.86833572128799
83.87753563079707,94.65349521152251,86.04177663826258
83.50803106854686,94.37448156247643,86.11718573259935
83.91524017796547,94.88726340396651,86.02669481939522
84.3752356534198,95.11349068697686,86.2680039212729
84.510972023226,94.76660885302768,86.22275846467083
83.8699947213634,94.94004977000226,86.29816755900762
84.50343111379233,94.81939521906342,86.55455847975266
84.70703566850162,94.97775431717065,86.55455847975266
83.90769926853179,94.9249679511349,86.75062212502827
84.74474021567,95.24168614734937,86.12472664203304
84.83523112887414,95.15873614357892,85.9965311816605
84.38277656285348,94.81939521906342,87.01455395520699
84.3752356534198,95.06824523037479,85.98899027222683
84.29228564964934,94.84955885679813,87.17291305331423
84.5411356609607,94.85709976623181,86.69783575899254
83.88507654023076,95.1285725058442,87.06734032124274
84.23195837417992,94.9249679511349,86.78078576276299
84.85785385717519,95.08332704924214,86.77324485332932
84.45064474775657,95.13611341527788,86.61488575522208
84.15654927984315,95.48299524922706,86.72045848729357
84.42048111002187,95.19644069074731,86.7430812155946
84.75228112510369,95.25676796621673,86.68275394012518
84.38277656285348,95.27184978508409,87.73094035140639
84.72965839680265,95.02299977377272,87.36897669858985
84.3073674685167,95.21906341904834,87.50471306839604
84.87293567604253,95.31709524168615,87.50471306839604
84.94080386094564,95.25676796621673,87.68569489480431
84.46572656662393,95.4000452454566,87.80634944574317
84.62408566473117,95.4000452454566,87.04471759294171
84.9181811326446,95.24168614734937,86.92406304200287
84.47326747605761,95.36234069828822,87.69323580423799
85.15949023452228,95.31709524168615,87.90438126838097
85.09162204961919,95.30201342281879,87.80634944574317
85.12932659678756,95.42266797375764,87.58766307216649
84.8804765854762,95.34725887942086,87.49717215896237
85.37817660809893,95.6338134379006,87.80634944574317
84.94080386094564,95.4679134303597,87.49717215896237
85.53653570620618,95.24922705678304,87.30864942312043
84.9860493175477,95.2643088756504,87.54241761556443
85.12932659678756,95.41512706432395,87.94208581554935
85.40834024583364,95.04562250207374,87.61028580046754
85.37817660809893,95.69414071337003,87.36143578915618
84.61654475529748,95.30955433225246,88.07782218535556
85.46866752130306,95.437749792625,87.67815398537063
85.12932659678756,95.24922705678304,87.79126762687581
85.02375386471608,95.43020888319131,87.81389035517684
85.16703114395597,95.8072543548752,87.83651308347787
84.77490385340472,95.65643616620164,87.55749943443179
84.95588567981298,95.57348616243118,87.69323580423799
84.90309931377725,95.51315888696178,87.70831762310534
84.85785385717519,95.76200889827314,88.00241309101877
85.43850388356836,95.79217253600785,87.7535630797074
85.07654023075183,95.42266797375764,87.79880853630948
85.05391750245079,95.72430435110473,88.34175401553426
85.09162204961919,95.52824070582912,87.86667672121257
85.67227207601236,95.50561797752809,88.46240856647312
85.43096297413469,95.59610889073222,87.71585853253903
85.63456752884397,95.37742251715558,88.04765854762084
85.06145841188447,95.81479526430887,88.05519945705453
86.29816755900762,95.95053163411508,87.78372671744212
85.34801297036422,95.40758615489028,87.90438126838097
85.78538571751754,95.44529070205867,87.65553125706961
85.77030389865018,95.72430435110473,87.88929944951362
85.58932207224191,95.67905889450267,88.45486765703944
85.92866299675741,95.75446798883945,87.77618580800845
85.5591584345072,95.61873161903326,87.78372671744212
85.34047206093055,95.44529070205867,87.70831762310534
85.40079933639997,95.75446798883945,87.81389035517684
85.05391750245079,95.61873161903326,88.28896764949853
85.58178116280824,95.70168162280372,88.21355855516175
85.46866752130306,95.59610889073222,88.35683583440162
85.34801297036422,95.64135434733429,88.52273584194253
85.79292662695121,95.6338134379006,87.92700399668199
85.79292662695121,95.6036498001659,89.0430585928663
86.16243118920141,95.73184526053842,88.56044038911092
85.4912902496041,95.4000452454566,88.34175401553426
86.07194027599728,95.84495890204359,88.28896764949853
86.34341301560968,95.78463162657417,88.83191312872333
85.84571299298696,95.91282708694668,88.22109946459543
85.49883115903778,95.671517985069,88.61322675514667
85.91358117789005,96.04856345675289,88.4322449287384
85.90604026845638,95.7770907171405,88.89978131362642
85.94374481562477,96.1465952793907,88.31913128723325
85.657190257145,95.88266344921198,89.02043586456526
85.55161752507352,96.3124952869316,88.54535857024356
85.78538571751754,95.86758163034462,88.49257220420783
85.2198175099917,96.30495437749794,88.26634492119749
86.41882210994646,95.89774526807932,88.43978583817209
86.25292210240555,95.905286177513,89.4804313400196
85.43850388356836,96.07118618505392,88.62830857401403
85.48374934017042,95.84495890204359,88.79420858155494
86.34341301560968,95.78463162657417,88.53027675137622
84.72211748736898,96.16921800769173,88.78666767212125
86.53193575145163,95.85249981147726,88.23618128346278
85.53653570620618,96.08626800392128,88.62076766458034
86.02669481939522,95.55086343413015,89.11846768720308
85.83817208355327,96.13151346052334,89.16371314380514
86.07194027599728,96.0108589095845,88.86207676645803
86.26046301183922,95.9429907246814,88.99781313626424
85.7627629892165,96.15413618882437,88.93748586079481
85.8984993590227,96.06364527562023,89.37485860794811
86.41128120051278,96.2446271020285,88.85453585702436
86.6073448457884,96.07118618505392,89.4804313400196
86.47914938541588,96.07872709448759,89.59354498152477
86.10964482316568,96.3124952869316,89.05059950229997
86.17751300806877,96.02594072845186,89.57092225322374
86.13226755146671,95.95053163411508,89.22404041927456
86.24538119297188,96.06364527562023,89.66141316642788
86.0342357288289,95.89774526807932,89.30699042304502
86.49423120428324,95.79971344544153,89.79714953623407
86.80340849106403,96.2144634642938,89.8197722645351
86.46406756654854,96.20692255486011,89.52567679662167
86.24538119297188,96.25970892089586,89.82731317396878
86.4716084759822,96.20692255486011,89.67649498529524
86.17751300806877,96.32757710579895,90.06862227584647
86.2680039212729,95.88266344921198,89.3145313324787
86.65259030239046,96.2446271020285,89.8876404494382
86.17751300806877,96.05610436618656,90.46074956639771
86.26046301183922,96.30495437749794,89.518135887188
86.335872106176,96.20692255486011,89.73682226076465
86.50177211371691,96.19938164542644,89.82731317396878
86.86373576653345,96.3124952869316,89.55584043435638
86.58472211748737,96.08626800392128,89.88009954000452
86.38111756277807,95.98823618128345,89.99321318150969
87.07488123067641,96.47839529447252,90.04599954754543
86.53193575145163,96.3501998341,89.93288590604027
86.78832667219667,96.04856345675289,90.13649046074957
86.21521755523716,96.41806801900309,89.90272226830555
87.01455395520699,96.32757710579895,90.21189955508633
86.61488575522208,95.82233617374256,90.2646859211221
86.58472211748737,96.43314983787045,90.56632229846919
86.58472211748737,96.20692255486011,89.82731317396878
87.0824221401101,96.2446271020285,90.01583590981073
87.20307669104895,96.34265892466631,90.00829500037705
87.29356760425307,96.10134982278863,89.93288590604027
86.9466857703039,96.2446271020285,90.00829500037705
87.02209486464068,96.36528165296735,90.23452228338738
87.13520850614584,96.22200437372747,90.17419500791796
86.95422667973757,96.37282256240103,90.49091320413241
87.0824221401101,96.33511801523264,90.31747228715783
87.1804539627479,96.10134982278863,90.23452228338738
86.96930849860493,96.49347711333986,90.55878138903552
87.12012668727849,95.99577709071714,90.27222683055577
86.7129175778599,96.36528165296735,90.64173139280597
86.27554483070658,96.45577256617148,90.67943593997437
86.96176758917126,96.32003619636528,90.58894502677023
86.59226302692105,96.28987255863058,90.90566322298469
86.1699720986351,96.62921348314607,91.0715632305256
86.4037402910791,96.25216801146217,90.3928813814946
86.43390392881382,96.13151346052334,90.67943593997437
86.3057084684413,96.3124952869316,91.24500414750018
86.96930849860493,96.52364075107458,90.74730412487746
86.56209938918633,96.13905436995702,90.83025412864791
86.32833119674233,96.5160998416409,90.61156775507126
86.38111756277807,96.12397255108966,90.7020586682754
86.47914938541588,96.61413166427872,90.78500867204585
86.8788175854008,96.49347711333986,91.0413995927909
86.66013121182414,96.583968026544,90.80763140034688
86.81094940049769,96.52364075107458,91.2751677852349
86.81094940049769,96.5538043888093,91.22992232863282
87.36897669858985,96.44069074730413,90.67189503054068
87.36897669858985,96.45577256617148,91.00369504562251
87.21061760048262,96.48593620390619,90.84533594751527
86.7430812155946,96.76494985295227,90.89058140411733
87.05979941180907,96.79511349068697,91.0413995927909
87.30864942312043,96.56134529824297,91.03385868335721
86.65259030239046,96.39544529070206,91.32795415127065
87.18799487218159,96.48593620390619,91.02631777392354
87.39159942689089,96.07872709448759,91.11680868712767
87.2181585099163,96.50855893220722,91.24500414750018
87.09750395897746,96.583968026544,91.4109041550411
87.03717668350804,96.583968026544,91.13189050599503
86.7430812155946,96.53872256994194,91.09418595882663
87.03717668350804,96.74232712465123,91.18467687203076
87.04471759294171,96.3501998341,90.80763140034688
86.93160395143654,96.60659075484503,91.38828142674006
87.0522585023754,96.56134529824297,91.84073599276073
86.69029484955885,96.71216348691652,91.06402232109193
86.87127667596712,96.5160998416409,90.87549958524998
