GPS_layers4_neurons256
1.1311364150516552
1.4553955206997964
2.956036498001659
4.011763818716537
4.901591131890505
6.274036648819847
6.749113943141542
7.02058668275394
7.201568509162206
7.35238669783576
7.5107457959429915
7.933036724228942
8.355327652514893
8.724832214765101
8.95860040720911
9.28285951285725
9.607118618505393
9.999245909056633
10.33858683357213
10.98710504486841
11.665786893899405
12.276600558027297
13.0533142296961
14.418218837191766
15.624764346580196
17.065078048412637
18.18113264459694
19.334891787949626
20.56406002563909
21.778146444461203
22.773546489706657
24.032878365130834
25.284669331121336
26.197119372596333
27.99185581781163
29.153155870597995
31.0459241384511
32.90098785913581
34.71080612321846
36.58095166277053
38.609456300429834
40.6153382097881
42.66646557574843
44.55923384360154
46.08249754920443
48.20903400950154
50.478847749038536
52.100143277279244
53.3670160621371
55.41060251866375
56.97911168086871
57.63517080159867
59.8899027222683
61.04366186562099
62.28791192217782
63.81871653721439
65.00263931830179
66.63901666540984
68.09441218610964
68.90883040494684
70.7488123067642
71.11077595958074
72.61141693688259
73.13928059724003
74.3684488349295
75.61269889148632
76.89465349521151
77.6487444385793
78.24447628383983
79.27003996682
80.47658547620843
81.38149460824977
82.05263554784707
82.97262649875576
83.71917653268984
84.29982655908303
85.15949023452228
85.67227207601236
85.48374934017042
86.61488575522208
87.46700852122767
87.7535630797074
88.35683583440162
89.2466631475756
89.71419953246361
90.09878591358118
90.96599049845412
91.43352688334213
91.8859814493628
92.36859965311817
92.76826785310308
93.33383606062891
93.62793152854235
94.04268154739461
94.29907246813966
94.85709976623181
95.09086795867582
95.39250433602292
95.64889525676796
96.1088907322223
96.3501998341
96.50855893220722
96.69708166804917
97.05150441143202
97.27773169444235
97.52658170575371
97.7000226227283
97.94133172460599
98.0393635472438
98.30329537742251
98.43149083779504
98.5823090264686
98.71050448684112
98.82361812834628
98.92919086041778
99.04230450192293
99.14787723399442
99.27607269436695
99.3590226981374
99.41180906417314
99.50229997737728
99.55508634341301
99.60787270944877
99.61541361888244
99.63803634718347
99.72098635095392
99.71344544152025
99.77377271698967
99.81147726415806
99.84164090189277
99.8642636301938
99.87934544906115
99.87180453962749
99.88688635849483
99.88688635849483
99.8944272679285
99.8944272679285
99.90196817736219
99.8944272679285
99.91704999622955
99.91704999622955
99.91704999622955
99.93213181509691
99.93213181509691
99.93213181509691
99.93967272453058
99.93967272453058
99.94721363396425
99.93213181509691
99.94721363396425
99.93967272453058
99.96983636226528
99.96229545283161
99.96229545283161
99.96983636226528
99.97737727169897
99.97737727169897
99.98491818113264
99.97737727169897
99.98491818113264
99.99245909056633
99.98491818113264
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
99.99245909056633
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
