,precision,recall,f1-score,support
0,0.6530612244897959,0.7529411764705882,0.6994535519125683,85.0
1,0.6666666666666666,0.35294117647058826,0.46153846153846156,17.0
2,0.6756756756756757,0.625,0.6493506493506493,80.0
3,0.6620689655172414,0.768,0.7111111111111111,125.0
4,0.7777777777777778,0.6666666666666666,0.717948717948718,21.0
5,0.7378640776699029,0.7524752475247525,0.7450980392156863,101.0
6,0.8394160583941606,0.8646616541353384,0.8518518518518519,133.0
7,0.5990990990990991,0.6073059360730594,0.6031746031746033,219.0
8,0.7283950617283951,0.7468354430379747,0.7374999999999999,79.0
9,0.736,0.8141592920353983,0.7731092436974789,113.0
10,0.6153846153846154,0.5217391304347826,0.5647058823529412,46.0
11,0.6388888888888888,0.6216216216216216,0.6301369863013699,74.0
12,0.4117647058823529,0.20588235294117646,0.2745098039215686,34.0
13,0.6775956284153005,0.7209302325581395,0.6985915492957746,172.0
14,0.7704918032786885,0.8392857142857143,0.8034188034188035,112.0
15,0.6444444444444445,0.6304347826086957,0.6373626373626373,46.0
16,0.5208333333333334,0.6578947368421053,0.5813953488372092,38.0
17,0.525,0.5675675675675675,0.5454545454545455,37.0
18,0.8095238095238095,0.6538461538461539,0.7234042553191489,26.0
19,0.7071428571428572,0.6875,0.6971830985915493,144.0
20,0.6544117647058824,0.6402877697841727,0.6472727272727273,139.0
21,0.620253164556962,0.5833333333333334,0.6012269938650308,84.0
22,0.6796875,0.635036496350365,0.6566037735849056,137.0
23,0.52,0.4,0.45217391304347826,65.0
24,0.7333333333333333,0.7,0.7162790697674419,110.0
25,0.6203703703703703,0.6442307692307693,0.6320754716981132,104.0
26,0.7142857142857143,0.6382978723404256,0.6741573033707866,94.0
27,0.7262357414448669,0.7403100775193798,0.7332053742802304,258.0
28,0.45714285714285713,0.43243243243243246,0.4444444444444445,37.0
29,0.8636363636363636,0.8636363636363636,0.8636363636363636,154.0
30,0.7213114754098361,0.6027397260273972,0.6567164179104478,73.0
31,0.564625850340136,0.6693548387096774,0.6125461254612545,124.0
32,0.5370370370370371,0.5686274509803921,0.5523809523809524,51.0
33,0.784452296819788,0.7872340425531915,0.7858407079646017,282.0
34,0.6872037914691943,0.7631578947368421,0.7231920199501247,190.0
35,0.25,0.14285714285714285,0.18181818181818182,28.0
36,0.6739130434782609,0.6391752577319587,0.656084656084656,97.0
37,0.8113207547169812,0.7962962962962963,0.8037383177570094,54.0
38,0.6578947368421053,0.6097560975609756,0.6329113924050632,41.0
39,0.8298969072164949,0.8655913978494624,0.8473684210526317,186.0
40,0.8072289156626506,0.7282608695652174,0.7657142857142857,92.0
41,0.6666666666666666,0.6764705882352942,0.6715328467153284,68.0
42,0.5294117647058824,0.5806451612903226,0.5538461538461539,31.0
43,0.42857142857142855,0.35294117647058826,0.3870967741935484,17.0
44,0.7948717948717948,0.7209302325581395,0.7560975609756098,43.0
45,0.6724137931034483,0.639344262295082,0.6554621848739496,122.0
46,0.328125,0.525,0.40384615384615385,40.0
47,0.7727272727272727,0.7083333333333334,0.7391304347826088,24.0
48,0.6473429951690821,0.7282608695652174,0.6854219948849104,184.0
49,0.6511627906976745,0.5957446808510638,0.6222222222222222,94.0
50,0.56,0.5833333333333334,0.5714285714285714,24.0
51,0.6741071428571429,0.7330097087378641,0.702325581395349,206.0
52,0.5696969696969697,0.5696969696969697,0.5696969696969697,165.0
53,0.8472906403940886,0.8037383177570093,0.8249400479616307,214.0
54,0.45454545454545453,0.30303030303030304,0.36363636363636365,33.0
55,0.7469879518072289,0.7948717948717948,0.7701863354037267,156.0
56,0.7623762376237624,0.719626168224299,0.7403846153846154,107.0
57,0.7710437710437711,0.7483660130718954,0.7595356550580431,306.0
58,0.6307692307692307,0.5857142857142857,0.6074074074074074,70.0
59,0.7256637168141593,0.8282828282828283,0.7735849056603774,99.0
60,0.7317073170731707,0.7894736842105263,0.7594936708860759,38.0
61,0.5285714285714286,0.5068493150684932,0.5174825174825174,73.0
62,0.54,0.5,0.5192307692307693,54.0
63,0.6132075471698113,0.6770833333333334,0.6435643564356436,96.0
64,0.5660377358490566,0.625,0.594059405940594,48.0
65,0.6,0.3,0.4,30.0
66,0.68,0.37777777777777777,0.48571428571428565,45.0
67,0.26666666666666666,0.14285714285714285,0.18604651162790697,28.0
68,0.0,0.0,0.0,5.0
69,0.6666666666666666,0.8,0.7272727272727272,10.0
accuracy,0.6887630128597673,0.6887630128597673,0.6887630128597673,0.6887630128597673
macro avg,0.639113832797767,0.6203526613597573,0.6248047582583351,6532.0
weighted avg,0.6873349765533415,0.6887630128597673,0.6857677811644546,6532.0
minorities-f1,0.6698547346656503,0.652884444256016,0.6553149570328338,85.1
