trial,model,virtualnode,vnode_init,temperature,constrative coef,gaussian_noise_scale,lr,train_acc,train_loss,val_acc,val_loss,test_acc,macro f1,micro f1minor f1,mad,madgap,micro f1,minor f1,positive_sampling
64,GraphSAGE,UnidirectionalVirtualClassNode(),,6.569987464,0.013821648,0.001,0.003628814,0.94491419,0.165788725,0.716554976,0.00332068,0.703207881,0.64417008,,0.9062701463699341,0.5007613897323608,0.700064019,0.487957317,True
84,GraphSAGE,UnidirectionalVirtualClassNode(),,7.84044746,0.021910177,0.001,0.002776734,0.939472583,0.185296685,0.712087367,0.00405557,0.703207881,0.643585611,,0.8294569849967957,0.4221304655075073,0.700527057,0.493139832,True
2,GraphSAGE,VirtualClassNode(),,6.68116566,0.058019412,1e-06,0.001734691,0.994139807,0.009015737,0.671382477,-0.006688283,0.663425107,0.606996238,,0.6515712738037109,0.34785979986190796,0.659216895,0.508190145,
3,GraphSAGE,VirtualClassNode(),,6.058253625,0.340557314,1e-05,0.002780884,0.991209711,-0.021982893,0.664184661,-0.046624091,0.65483708,0.596473861,,0.7756869196891785,0.4136244058609009,0.653479455,0.454100134,
4,GraphSAGE,VirtualClassNode(),,2.956950062,3.65e-05,1e-06,0.00656311,0.049476769,7.893187523,0.052866716,7.642127037,0.051780753,0.014051764,,0.03943293169140816,0.010338941588997841,0.027589547,0.0,
73,GraphSAGE,UnidirectionalVirtualClassNode(),,6.791155216,0.007410173,0.001,0.002403671,0.902051067,0.30333516,0.70910896,0.029355431,0.699924223,0.64316275,,0.8399474620819092,0.24318760633468628,0.697413762,0.508453674,True
6,GraphSAGE,VirtualClassNode(),,4.093680403,0.019971327,0.0001,0.009940898,0.993386354,0.016211098,0.674609084,-0.002986324,0.664182874,0.609153641,,0.8112188577651978,0.4165019392967224,0.661532111,0.48420346,
7,GraphSAGE,VirtualClassNode(),,0.334829319,0.758029225,0.0001,0.002151759,0.88673085,-2.364643812,0.666170266,-2.668259859,0.655468553,0.588320562,,0.9614697694778442,0.539627730846405,0.654349532,0.443843703,
8,GraphSAGE,VirtualClassNode(),,5.54092023,4.23e-05,1e-05,0.007597866,0.998409376,0.005875991,0.673864483,0.000127984,0.666708765,0.607660305,,0.7238866686820984,0.3482193052768707,0.664174302,0.47074401,
52,GraphSAGE,UnidirectionalVirtualClassNode(),,7.301587033,0.006750619,0.001,0.003359901,0.937881959,0.195049912,0.712583768,0.007955998,0.703207881,0.642776693,,0.41025710105895996,0.1514957845211029,0.699860579,0.494061308,True
95,GraphSAGE,UnidirectionalVirtualClassNode(),,7.046566258,0.013340988,0.001,0.002364422,0.926998744,0.222144097,0.710101762,0.01330579,0.701439758,0.642516071,,0.7720363736152649,0.2861301302909851,0.698893,0.495705588,True
