trial,model,virtualnode,vnode_init,temperature,constrative coef,gaussian_noise_scale,lr,train_acc,train_loss,val_acc,val_loss,test_acc,macro f1,micro f1minor f1,mad,madgap,micro f1,minor f1,positive_sampling
24,GIN,UnidirectionalVirtualClassNode(),,5.742178503,3.72E-05,0.0001,0.000973828,0.957471746,0.117033564,0.667659469,0.0502382,0.660267744,0.600914948,,0.985503256,0.373235941,0.658452546,0.448710047,
83,GIN,UnidirectionalVirtualClassNode(),,4.979457285,2.49E-05,0.001,0.000579228,0.935705316,0.17709969,0.669396873,0.073326014,0.658247032,0.600760464,,0.980075419,0.388285458,0.656388112,0.458858535,
52,GIN,UnidirectionalVirtualClassNode(),,5.278151537,5.29E-05,1.00E-05,0.000724396,0.911511093,0.252797872,0.672375279,0.118074305,0.662288457,0.600693298,,0.979658723,0.403683186,0.660151004,0.432243534,
20,GIN,UnidirectionalVirtualClassNode(),,5.701052791,1.01E-05,0.0001,0.000975668,0.964503977,0.0955109,0.66840407,0.042551287,0.65875221,0.600299959,,0.982617438,0.358249247,0.657252901,0.447978983,
80,GIN,UnidirectionalVirtualClassNode(),,4.798516313,1.99E-05,0.001,0.000546047,0.940979489,0.168354422,0.664929263,0.070220202,0.659383683,0.599639554,,0.978083253,0.387260318,0.657564293,0.443500433,
44,GIN,UnidirectionalVirtualClassNode(),,5.997507894,2.47E-05,1.00E-05,0.000577333,0.94123064,0.161209002,0.667907669,0.065764457,0.657741854,0.598744153,,0.989058077,0.386239946,0.655936948,0.452604001,
31,GIN,UnidirectionalVirtualClassNode(),,4.417238426,3.65E-05,1.00E-05,0.000500115,0.935537882,0.184249818,0.668900472,0.075128533,0.658878505,0.598575192,,0.981742918,0.389585197,0.657481007,0.455021233,
48,GIN,UnidirectionalVirtualClassNode(),,5.005785839,1.71E-05,0.0001,0.001319869,0.943658434,0.160602614,0.665922065,0.180277869,0.658499621,0.598375699,,0.963096917,0.373388112,0.656630632,0.455580629,
93,GIN,UnidirectionalVirtualClassNode(),,6.236429455,2.49E-05,0.001,0.000568316,0.951109251,0.130531698,0.660461653,0.055056486,0.65344784,0.597813371,,0.982120216,0.371167362,0.651617106,0.44464989,
86,GIN,UnidirectionalVirtualClassNode(),,4.964242199,3.19E-05,0.001,0.000529576,0.952867308,0.129024416,0.667659469,0.057463877,0.65622632,0.597690394,,0.979237556,0.368317783,0.654639535,0.442239087,
97,GIN,UnidirectionalVirtualClassNode(),,5.390241216,1.06E-05,0.001,0.00068149,0.868480536,0.385325402,0.665673864,0.242809623,0.656984087,0.597621856,,0.986122489,0.422191143,0.657425176,0.442891944,
60,GIN,VirtualClassNode(),,6.693903456,1.03E-05,0.0001,0.00082679,0.941900377,0.707186282,0.035492678,25.97909927,0.031952513,0.048190619,,0.618665934,0.266659707,0.032532309,0.049678675,
22,GIN,UnidirectionalVirtualClassNode(),,5.121479838,5.95E-05,0.0001,0.0007148,0.969192131,0.082942069,0.662695458,0.040223129,0.655973731,0.597518843,,0.987831473,0.358548462,0.654436838,0.452905226,
42,GIN,UnidirectionalVirtualClassNode(),,4.082739547,4.96E-05,1.00E-05,0.000915822,0.954960234,0.124867104,0.666170266,0.070508011,0.655847436,0.597371619,,0.978586733,0.365909457,0.654290251,0.453275258,
59,GIN,UnidirectionalVirtualClassNode(),,6.090066439,4.32E-05,0.0001,0.000542063,0.963080787,0.093316361,0.664681062,0.043762561,0.653321546,0.597100473,,0.984158456,0.360312581,0.651557827,0.455092837,
17,GIN,UnidirectionalVirtualClassNode(),,4.079345493,1.77E-05,0,0.000505577,0.972457095,0.071053572,0.665673864,0.036016528,0.656857792,0.596523531,,0.986056328,0.345437229,0.65567356,0.441336597,
63,GIN,UnidirectionalVirtualClassNode(),,4.179516828,0.000107077,0.0001,0.000886142,0.969526999,0.081681192,0.659965252,0.039726097,0.654205607,0.596387604,,0.977670014,0.3549124,0.653134775,0.450390817,
40,GIN,UnidirectionalVirtualClassNode(),,5.410754284,1.82E-05,1.00E-06,0.001167166,0.949769778,0.140579805,0.664929263,0.063870274,0.658625916,0.595606474,,0.978543639,0.371781707,0.655966919,0.440003396,
53,GIN,UnidirectionalVirtualClassNode(),,4.714014306,2.73E-05,1.00E-05,0.000646312,0.958225199,0.108222447,0.663936461,0.04806827,0.653321546,0.595472509,,0.981175959,0.366262138,0.651886507,0.452567782,
62,GIN,UnidirectionalVirtualClassNode(),,3.657374662,2.08E-05,0,0.00056031,0.958225199,0.112181395,0.661702656,0.048348609,0.654331902,0.595467277,,0.984459579,0.369247913,0.65211074,0.439461296,
76,GIN,UnidirectionalVirtualClassNode(),,4.317878817,1.43E-05,0.001,0.000545293,0.955629971,0.117864326,0.665673864,0.052977446,0.652942662,0.595097086,,0.985072136,0.36728251,0.651400252,0.43220662,
84,GIN,UnidirectionalVirtualClassNode(),,4.100720573,1.14E-05,0.001,0.000673138,0.920217664,0.224874273,0.663936461,0.173049182,0.65231119,0.594783868,,0.977526307,0.391895533,0.650327287,0.439257377,
28,GIN,UnidirectionalVirtualClassNode(),,4.354162581,7.25E-05,0,0.000503772,0.965173713,0.096430667,0.663936461,0.044288978,0.653195251,0.59389138,,0.987500131,0.363003731,0.651743234,0.439929405,
43,GIN,UnidirectionalVirtualClassNode(),,4.624194702,9.45E-05,0.001,0.000722506,0.703725408,1.072297931,0.668652271,0.847493649,0.658499621,0.593190192,,0.965114355,0.538703084,0.654871169,0.422933712,
50,GIN,UnidirectionalVirtualClassNode(),,5.92700761,9.62E-05,1.00E-06,0.001818409,0.737463374,0.859297156,0.655497642,0.783450365,0.651553423,0.587993791,,0.951710999,0.504310966,0.646556108,0.435307093,
35,GIN,UnidirectionalVirtualClassNode(),,2.891444886,0.000242638,0.01,0.001058289,0.788028464,0.648650169,0.639861008,0.3814677,0.631472594,0.569588122,,0.952440441,0.420513988,0.628048535,0.426551001,
57,GIN,UnidirectionalVirtualClassNode(),,4.960902143,1.51E-05,0.0001,0.000659061,0.69292591,1.094536424,0.64085381,1.009652019,0.633619601,0.556266373,,0.959908485,0.530635476,0.624539265,0.408755271,
88,GIN,UnidirectionalVirtualClassNode(),,3.862727139,2.14E-05,0.001,0.00068593,0.685558811,1.111904502,0.611069744,1.165975094,0.607097752,0.524902524,,0.95813036,0.499963045,0.600482186,0.363013439,
37,GIN,UnidirectionalVirtualClassNode(),,1.263666138,0.000119261,1.00E-06,0.000686556,0.646379238,1.318949938,0.606353934,1.296497822,0.597878252,0.517947039,,0.945998371,0.518669605,0.588182567,0.340827774,
78,GIN,VirtualClassNode(),,5.800489302,1.34E-05,0.001,0.000671729,0.971368774,0.410925746,0.020848846,21.78543663,0.018944178,0.019966712,,0.444567651,0.191105187,0.011692035,0.040473009,
13,GIN,UnidirectionalVirtualClassNode(),,6.986761806,0.000395579,1.00E-05,0.001264403,0.610046044,1.51210475,0.59990072,1.429350972,0.588911341,0.502631807,,0.94556284,0.492501318,0.577807129,0.32743229,
39,GIN,UnidirectionalVirtualClassNode(),,3.855717308,0.000216436,1.00E-05,0.001594659,0.619840938,1.51653564,0.602879126,1.425303936,0.590679465,0.502239529,,0.94925946,0.506838083,0.579591602,0.31761856,
11,GIN,UnidirectionalVirtualClassNode(),,7.379309038,0.001902303,1.00E-05,0.001465675,0.593888656,1.586747408,0.586001489,1.476149321,0.578176307,0.491821305,,0.942991316,0.503108382,0.567269555,0.334037734,
10,GIN,UnidirectionalVirtualClassNode(),,7.121358061,0.001251096,1.00E-05,0.001368728,0.606613646,1.553281546,0.586746091,1.464369178,0.579439252,0.491438677,,0.936915815,0.491497487,0.56933101,0.318167394,
47,GIN,UnidirectionalVirtualClassNode(),,5.572866353,0.00073958,1.00E-05,0.000906583,0.592632901,1.629491448,0.592702904,1.579109907,0.576787067,0.48598866,,0.952192664,0.531013608,0.563846405,0.296648954,
12,GIN,UnidirectionalVirtualClassNode(),,6.584602933,0.006779183,1.00E-05,0.001206781,0.495604856,2.11030221,0.41796972,7.876586437,0.415130083,0.332086398,,0.88507849,0.462006599,0.408415225,0.10696414,
7,GIN,UnidirectionalVirtualClassNode(),,8.108919215,0.0013167,1.00E-06,0.002108856,0.497530347,2.226301193,0.425167535,15.78566837,0.413235666,0.311479371,,0.906802118,0.512560964,0.39137273,0.147328655,
69,GIN,UnidirectionalVirtualClassNode(),,5.73773338,7.84E-05,0.001,0.000613605,0.855504395,0.572555661,0.298833457,225.242218,0.298181359,0.303605498,,0.691952288,0.295457095,0.329472331,0.198302373,
26,GIN,UnidirectionalVirtualClassNode(),,6.153559294,0.000364123,0.0001,0.000795908,0.670238594,3.639698982,0.330851328,54.8213501,0.328744632,0.295689201,,0.819170833,0.382897884,0.336096943,0.214800633,
27,GIN,UnidirectionalVirtualClassNode(),,3.520558557,2.20E-05,0.0001,0.001072733,0.650062788,1.87145257,0.324894515,18.89003754,0.320914372,0.295552113,,0.820186377,0.338258088,0.340784703,0.156936818,
58,GIN,UnidirectionalVirtualClassNode(),,5.440622018,3.10E-05,0.0001,0.000626267,0.73729594,1.008302212,0.353933979,13.68547058,0.353498358,0.286200519,,0.817996919,0.340974569,0.346731338,0.199105832,
90,GIN,VirtualClassNode(),,4.291215836,1.50E-05,0.001,0.00050726,0.966513185,0.400246352,0.023082651,16.57168198,0.021848952,0.014072867,,0.329489827,0.131922945,0.007883312,0.029867451,
85,GIN,UnidirectionalVirtualClassNode(),,5.540046275,1.69E-05,0.001,0.000584741,0.618668899,1.428259969,0.357408786,18.67409325,0.357034605,0.275233123,,0.783975899,0.362696439,0.350278218,0.131026334,
49,GIN,UnidirectionalVirtualClassNode(),,6.479817901,0.004149956,1.00E-05,0.000797975,0.486479699,2.192685604,0.387689253,8.327201843,0.387850467,0.273104249,,0.884599328,0.472263783,0.366510028,0.100822737,
9,GIN,UnidirectionalVirtualClassNode(),,3.65113308,0.055701756,0.001,0.002850569,0.349351193,2.902996778,0.361628196,8.920408249,0.34655216,0.255996495,,0.916414917,0.414345264,0.335906509,0.153786223,
8,GIN,UnidirectionalVirtualClassNode(),,8.705005575,2.38E-05,0.001,0.002750538,0.343491,2.798075438,0.33655994,3.528271914,0.326092448,0.246215142,,0.916034997,0.374196589,0.322708905,0.126956171,
3,GIN,UnidirectionalVirtualClassNode(),,5.874969735,0.054285519,0.001,0.000836186,0.357220594,3.055037022,0.206254654,43.73287201,0.203334175,0.211392702,,0.824029863,0.417503834,0.250418966,0.152757674,
54,GIN,UnidirectionalVirtualClassNode(),,5.647115975,7.75E-05,1.00E-05,0.000907349,0.43557974,3.355090141,0.292132043,40.29494095,0.295276585,0.197686799,,0.851561904,0.437990516,0.268189781,0.088633968,
61,GIN,UnidirectionalVirtualClassNode(),,4.613003479,5.91E-05,0.01,0.000716382,0.32373378,3.045559883,0.170265575,22.09740067,0.16797171,0.103275707,,0.600683212,0.353701085,0.17054732,0.02543834,
30,GIN,UnidirectionalVirtualClassNode(),,5.235458378,2.94E-05,0.01,0.000639248,0.299790707,3.231625557,0.133035493,29.6348362,0.132609245,0.090458784,,0.53095001,0.278066337,0.148209707,0.021164681,
18,GIN,UnidirectionalVirtualClassNode(),,4.631505888,6.63E-05,0.01,0.000711409,0.129845123,4.425617695,0.046661703,184.8084259,0.044455671,0.047293211,,0.547097683,0.209038287,0.055034092,0.028115161,
